timestamp,open,high,low,close
2024-01-31 17:00:00,2345.92,2347.4,2344.95,2347.15
2024-01-31 17:01:00,2347.14,2348.84,2346.82,2348.83
2024-01-31 17:02:00,2348.83,2350.05,2347.41,2349.88
2024-01-31 17:03:00,2349.89,2350.3,2346.6,2346.6
2024-01-31 17:04:00,2346.6,2347.38,2346.0,2346.0
2024-01-31 17:05:00,2346.0,2346.01,2344.11,2345.69
2024-01-31 17:06:00,2345.68,2345.89,2341.53,2341.54
2024-01-31 17:07:00,2341.54,2342.74,2339.21,2341.01
2024-01-31 17:08:00,2341.01,2342.76,2340.61,2342.76
2024-01-31 17:09:00,2342.75,2343.93,2342.41,2343.19
2024-01-31 17:10:00,2343.2,2344.2,2342.45,2342.45
2024-01-31 17:11:00,2342.45,2342.57,2341.0,2341.01
2024-01-31 17:12:00,2341.01,2341.01,2339.0,2339.0
2024-01-31 17:13:00,2339.08,2339.82,2338.8,2338.81
2024-01-31 17:14:00,2338.8,2339.8,2338.8,2339.15
2024-01-31 17:15:00,2339.16,2339.27,2338.0,2338.0
2024-01-31 17:16:00,2338.0,2340.6,2337.72,2340.28
2024-01-31 17:17:00,2340.27,2341.51,2339.12,2339.13
2024-01-31 17:18:00,2339.12,2339.5,2338.79,2339.4
2024-01-31 17:19:00,2339.4,2340.94,2339.37,2340.14
2024-01-31 17:20:00,2340.13,2340.14,2338.68,2338.68
2024-01-31 17:21:00,2338.68,2339.78,2338.01,2339.42
2024-01-31 17:22:00,2339.43,2340.41,2339.2,2340.4
2024-01-31 17:23:00,2340.41,2341.17,2339.17,2340.26
2024-01-31 17:24:00,2340.25,2340.3,2338.68,2338.68
2024-01-31 17:25:00,2338.69,2340.25,2338.0,2340.25
2024-01-31 17:26:00,2340.24,2341.01,2339.61,2339.61
2024-01-31 17:27:00,2339.62,2340.82,2339.61,2339.89
2024-01-31 17:28:00,2339.9,2340.01,2338.28,2339.71
2024-01-31 17:29:00,2339.7,2340.01,2339.01,2339.02
2024-01-31 17:30:00,2339.02,2339.76,2338.37,2338.99
2024-01-31 17:31:00,2338.98,2339.87,2338.63,2339.59
2024-01-31 17:32:00,2339.59,2343.69,2339.59,2343.41
2024-01-31 17:33:00,2343.41,2344.14,2342.81,2343.26
2024-01-31 17:34:00,2343.25,2343.33,2340.66,2340.66
2024-01-31 17:35:00,2340.67,2340.67,2338.77,2339.12
2024-01-31 17:36:00,2339.12,2339.13,2338.29,2339.03
2024-01-31 17:37:00,2339.03,2339.49,2338.5,2338.5
2024-01-31 17:38:00,2338.5,2339.54,2338.5,2339.54
2024-01-31 17:39:00,2339.54,2339.93,2339.53,2339.93
2024-01-31 17:40:00,2339.93,2339.93,2338.5,2339.82
2024-01-31 17:41:00,2339.82,2340.33,2339.81,2340.33
2024-01-31 17:42:00,2340.32,2340.83,2340.32,2340.54
2024-01-31 17:43:00,2340.54,2341.8,2340.54,2341.79
2024-01-31 17:44:00,2341.79,2341.8,2340.48,2340.89
2024-01-31 17:45:00,2340.88,2341.5,2340.22,2341.5
2024-01-31 17:46:00,2341.49,2341.68,2341.21,2341.23
2024-01-31 17:47:00,2341.22,2342.5,2341.07,2342.5
2024-01-31 17:48:00,2342.49,2342.91,2341.22,2341.42
2024-01-31 17:49:00,2341.41,2341.6,2339.23,2339.24
2024-01-31 17:50:00,2339.24,2341.32,2339.0,2341.31
2024-01-31 17:51:00,2341.32,2342.13,2340.74,2341.66
2024-01-31 17:52:00,2341.67,2342.0,2341.44,2341.45
